日期,股票代码,名称,涨跌幅
2007/11/26,'000001,上证指数,-1.4563
2007/11/23,'000001,上证指数,0.9624
2007/11/22,'000001,上证指数,-4.4122
2007/11/21,'000001,上证指数,-1.5014
2007/11/20,'000001,上证指数,0.4533
2007/11/19,'000001,上证指数,-0.8739
2007/11/16,'000001,上证指数,-0.9132
2007/11/15,'000001,上证指数,-0.8762
2007/11/14,'000001,上证指数,4.9354
2007/11/13,'000001,上证指数,-0.5709
2007/11/12,'000001,上证指数,-2.4044
2007/11/9,'000001,上证指数,-0.2717
2007/11/8,'000001,上证指数,-4.8513
2007/11/7,'000001,上证指数,1.1779
2007/11/6,'000001,上证指数,-1.7372
2007/11/5,'000001,上证指数,-2.4812
2007/11/2,'000001,上证指数,-2.3076
2007/11/1,'000001,上证指数,-0.6798
2007/10/31,'000001,上证指数,0.9763
2007/10/30,'000001,上证指数,2.5956
2007/10/29,'000001,上证指数,2.8332
2007/10/26,'000001,上证指数,0.4897
2007/10/25,'000001,上证指数,-4.8042
2007/10/24,'000001,上证指数,1.2076
2007/10/23,'000001,上证指数,1.8713
2007/10/22,'000001,上证指数,-2.5905
2007/10/19,'000001,上证指数,-0.1242
2007/10/18,'000001,上证指数,-3.4955
2007/10/17,'000001,上证指数,-0.9156
2007/10/16,'000001,上证指数,1.0277
2007/10/15,'000001,上证指数,2.1483
2007/10/12,'000001,上证指数,-0.1685
2007/10/11,'000001,上证指数,2.4563
2007/10/10,'000001,上证指数,0.9722
2007/10/9,'000001,上证指数,0.4064
2007/10/8,'000001,上证指数,2.5297
2007/9/28,'000001,上证指数,2.6417
2007/9/27,'000001,上证指数,1.3278
2007/9/26,'000001,上证指数,-1.6101
2007/9/25,'000001,上证指数,-1.0781
2007/9/24,'000001,上证指数,0.5562
2007/9/21,'000001,上证指数,-0.2814
2007/9/20,'000001,上证指数,1.3864
2007/9/19,'000001,上证指数,-0.5519
2007/9/18,'000001,上证指数,0.0704
2007/9/17,'000001,上证指数,2.0558
2007/9/14,'000001,上证指数,0.7318
2007/9/13,'000001,上证指数,1.9519
2007/9/12,'000001,上证指数,1.147
2007/9/11,'000001,上证指数,-4.5062
2007/9/10,'000001,上证指数,1.4802
2007/9/7,'000001,上证指数,-2.1596
2007/9/6,'000001,上证指数,1.5618
2007/9/5,'000001,上证指数,0.3149
2007/9/4,'000001,上证指数,-0.5076
2007/9/3,'000001,上证指数,1.9589
2007/8/31,'000001,上证指数,0.9857
2007/8/30,'000001,上证指数,1.1441
2007/8/29,'000001,上证指数,-1.6413
2007/8/28,'000001,上证指数,0.8654
2007/8/27,'000001,上证指数,0.8311
2007/8/24,'000001,上证指数,1.4938
2007/8/23,'000001,上证指数,1.0526
2007/8/22,'000001,上证指数,0.5019
2007/8/21,'000001,上证指数,1.0266
2007/8/20,'000001,上证指数,5.3318
2007/8/17,'000001,上证指数,-2.2847
2007/8/16,'000001,上证指数,-2.1445
2007/8/15,'000001,上证指数,-0.0596
2007/8/14,'000001,上证指数,1.0938
2007/8/13,'000001,上证指数,1.4885
2007/8/10,'000001,上证指数,-0.0994
2007/8/9,'000001,上证指数,1.95
2007/8/8,'000001,上证指数,0.2566
2007/8/7,'000001,上证指数,0.4995
2007/8/6,'000001,上证指数,1.4764
2007/8/3,'000001,上证指数,3.4722
2007/8/2,'000001,上证指数,2.4919
2007/8/1,'000001,上证指数,-3.8127
2007/7/31,'000001,上证指数,0.6815
2007/7/30,'000001,上证指数,2.1957
2007/7/27,'000001,上证指数,-0.0253
2007/7/26,'000001,上证指数,0.5202
2007/7/25,'000001,上证指数,2.699
2007/7/24,'000001,上证指数,-0.072
2007/7/23,'000001,上证指数,3.8067
2007/7/20,'000001,上证指数,3.729
2007/7/19,'000001,上证指数,-0.4356
2007/7/18,'000001,上证指数,0.8693
2007/7/17,'000001,上证指数,1.9434
2007/7/16,'000001,上证指数,-2.3625
2007/7/13,'000001,上证指数,-0.0408
2007/7/12,'000001,上证指数,1.3004
2007/7/11,'000001,上证指数,0.3297
2007/7/10,'000001,上证指数,-0.7776
2007/7/9,'000001,上证指数,2.694
2007/7/6,'000001,上证指数,4.5764
2007/7/5,'000001,上证指数,-5.2485
2007/7/4,'000001,上证指数,-2.1427
2007/7/3,'000001,上证指数,1.6534
2007/7/2,'000001,上证指数,0.4081
2007/6/29,'000001,上证指数,-2.3888
2007/6/28,'000001,上证指数,-4.0307
2007/6/27,'000001,上证指数,2.6483
2007/6/26,'000001,上证指数,0.8193
2007/6/25,'000001,上证指数,-3.6751
2007/6/22,'000001,上证指数,-3.2943
2007/6/21,'000001,上证指数,1.1838
2007/6/20,'000001,上证指数,-2.0658
2007/6/19,'000001,上证指数,0.3803
2007/6/18,'000001,上证指数,2.9151
2007/6/15,'000001,上证指数,0.4291
2007/6/14,'000001,上证指数,-1.467
2007/6/13,'000001,上证指数,2.5623
2007/6/12,'000001,上证指数,1.9135
2007/6/11,'000001,上证指数,2.1094
2007/6/8,'000001,上证指数,0.574
2007/6/7,'000001,上证指数,3.0317
2007/6/6,'000001,上证指数,0.2446
2007/6/5,'000001,上证指数,2.6346
2007/6/4,'000001,上证指数,-8.257
2007/6/1,'000001,上证指数,-2.6502
2007/5/31,'000001,上证指数,1.3956
2007/5/30,'000001,上证指数,-6.5015
2007/5/29,'000001,上证指数,1.4703
2007/5/28,'000001,上证指数,2.2091
2007/5/25,'000001,上证指数,0.69
2007/5/24,'000001,上证指数,-0.5409
2007/5/23,'000001,上证指数,1.5407
2007/5/22,'000001,上证指数,0.9369
2007/5/21,'000001,上证指数,1.0413
2007/5/18,'000001,上证指数,-0.4455
2007/5/17,'000001,上证指数,1.5617
2007/5/16,'000001,上证指数,2.2278
2007/5/15,'000001,上证指数,-3.6382
2007/5/14,'000001,上证指数,0.6145
2007/5/11,'000001,上证指数,-0.692
2007/5/10,'000001,上证指数,0.9124
2007/5/9,'000001,上证指数,1.5968
2007/5/8,'000001,上证指数,2.8308
2007/4/30,'000001,上证指数,2.1651
2007/4/27,'000001,上证指数,-0.6132
2007/4/26,'000001,上证指数,1.0445
2007/4/25,'000001,上证指数,0.6297
2007/4/24,'000001,上证指数,0.2599
2007/4/23,'000001,上证指数,3.5345
2007/4/20,'000001,上证指数,3.9196
2007/4/19,'000001,上证指数,-4.5228
2007/4/18,'000001,上证指数,0.0146
2007/4/17,'000001,上证指数,0.429
2007/4/16,'000001,上证指数,2.2219
2007/4/13,'000001,上证指数,-0.3614
2007/4/12,'000001,上证指数,1.0244
2007/4/11,'000001,上证指数,1.4788
2007/4/10,'000001,上证指数,1.334
2007/4/9,'000001,上证指数,2.2676
2007/4/6,'000001,上证指数,0.1339
2007/4/5,'000001,上证指数,0.8385
2007/4/4,'000001,上证指数,0.0074
2007/4/3,'000001,上证指数,1.1899
2007/4/2,'000001,上证指数,2.1549
2007/3/30,'000001,上证指数,-0.4239
2007/3/29,'000001,上证指数,0.7727
2007/3/28,'000001,上证指数,1.0893
2007/3/27,'000001,上证指数,0.5128
2007/3/26,'000001,上证指数,1.5784
2007/3/23,'000001,上证指数,0.0997
2007/3/22,'000001,上证指数,0.4528
2007/3/21,'000001,上证指数,0.8306
2007/3/20,'000001,上证指数,0.5889
2007/3/19,'000001,上证指数,2.8651
2007/3/16,'000001,上证指数,-0.7188
2007/3/15,'000001,上证指数,1.5609
2007/3/14,'000001,上证指数,-1.9718
2007/3/13,'000001,上证指数,0.3344
2007/3/12,'000001,上证指数,0.5788
2007/3/9,'000001,上证指数,0.3379
2007/3/8,'000001,上证指数,1.0848
2007/3/7,'000001,上证指数,1.9865
2007/3/6,'000001,上证指数,1.9699
2007/3/5,'000001,上证指数,-1.6323
2007/3/2,'000001,上证指数,1.2275
2007/3/1,'000001,上证指数,-2.9115
2007/2/28,'000001,上证指数,3.9426
2007/2/27,'000001,上证指数,-8.8406
2007/2/26,'000001,上证指数,1.4049
2007/2/16,'000001,上证指数,0.1826
2007/2/15,'000001,上证指数,3.0262
2007/2/14,'000001,上证指数,2.5856
2007/2/13,'000001,上证指数,0.8798
2007/2/12,'000001,上证指数,2.8123
2007/2/9,'000001,上证指数,-0.2683
2007/2/8,'000001,上证指数,0.7937
2007/2/7,'000001,上证指数,1.5128
2007/2/6,'000001,上证指数,2.4176
2007/2/5,'000001,上证指数,-2.2697
2007/2/2,'000001,上证指数,-4.0288
2007/2/1,'000001,上证指数,-0.0324
2007/1/31,'000001,上证指数,-4.9215
2007/1/30,'000001,上证指数,-0.4991
2007/1/29,'000001,上证指数,2.1753
2007/1/26,'000001,上证指数,0.8817
2007/1/25,'000001,上证指数,-3.9583
2007/1/24,'000001,上证指数,0.8811
2007/1/23,'000001,上证指数,0.5439
2007/1/22,'000001,上证指数,3.5655
2007/1/19,'000001,上证指数,2.7285
2007/1/18,'000001,上证指数,-0.7887
2007/1/17,'000001,上证指数,-1.493
2007/1/16,'000001,上证指数,0.9416
2007/1/15,'000001,上证指数,4.7446
2007/1/12,'000001,上证指数,-3.6822
2007/1/11,'000001,上证指数,-1.963
2007/1/10,'000001,上证指数,0.633
2007/1/9,'000001,上证指数,3.7162
2007/1/8,'000001,上证指数,2.4936
2007/1/5,'000001,上证指数,-2.7391
2007/1/4,'000001,上证指数,1.5042
2006/12/29,'000001,上证指数,4.2016
2006/12/28,'000001,上证指数,1.2304
2006/12/27,'000001,上证指数,2.2847
2006/12/26,'000001,上证指数,1.8052
2006/12/25,'000001,上证指数,3.9295
2006/12/22,'000001,上证指数,0.0312
2006/12/21,'000001,上证指数,-1.2754
2006/12/20,'000001,上证指数,0.3819
2006/12/19,'000001,上证指数,1.3609
2006/12/18,'000001,上证指数,2.5738
2006/12/15,'000001,上证指数,1.1026
2006/12/14,'000001,上证指数,1.1538
2006/12/13,'000001,上证指数,0.203
2006/12/12,'000001,上证指数,1.7636
2006/12/11,'000001,上证指数,4.1487
2006/12/8,'000001,上证指数,-2.9263
2006/12/7,'000001,上证指数,0.0068
2006/12/6,'000001,上证指数,-0.7675
2006/12/5,'000001,上证指数,0.5383
2006/12/4,'000001,上证指数,2.8353
2006/12/1,'000001,上证指数,0.1315
2006/11/30,'000001,上证指数,2.2004
2006/11/29,'000001,上证指数,0.7539
2006/11/28,'000001,上证指数,-0.4179
2006/11/27,'000001,上证指数,-0.1724
2006/11/24,'000001,上证指数,-0.5601
2006/11/23,'000001,上证指数,1.0291
2006/11/22,'000001,上证指数,0.1866
2006/11/21,'000001,上证指数,1.005
2006/11/20,'000001,上证指数,2.3068
2006/11/17,'000001,上证指数,1.5578
2006/11/16,'000001,上证指数,0.9679
2006/11/15,'000001,上证指数,1.8375
2006/11/14,'000001,上证指数,1.3131
2006/11/13,'000001,上证指数,-1.0397
2006/11/10,'000001,上证指数,-0.6926
2006/11/9,'000001,上证指数,1.5891
2006/11/8,'000001,上证指数,-1.202
2006/11/7,'000001,上证指数,0.1709
2006/11/6,'000001,上证指数,1.0687
2006/11/3,'000001,上证指数,0.8128
2006/11/2,'000001,上证指数,-0.2371
2006/11/1,'000001,上证指数,0.9641
2006/10/31,'000001,上证指数,1.5659
2006/10/30,'000001,上证指数,0.1373
2006/10/27,'000001,上证指数,-0.1917
2006/10/26,'000001,上证指数,0.2214
2006/10/25,'000001,上证指数,0.0812
2006/10/24,'000001,上证指数,2.6024
2006/10/23,'000001,上证指数,-1.7298
2006/10/20,'000001,上证指数,-0.1054
2006/10/19,'000001,上证指数,0.2836
2006/10/18,'000001,上证指数,1.32
2006/10/17,'000001,上证指数,-0.4177
2006/10/16,'000001,上证指数,-0.7484
2006/10/13,'000001,上证指数,0.3641
2006/10/12,'000001,上证指数,-0.6661
2006/10/11,'000001,上证指数,0.2937
2006/10/10,'000001,上证指数,-0.0293
2006/10/9,'000001,上证指数,1.8809
2006/9/29,'000001,上证指数,0.8901
2006/9/28,'000001,上证指数,0.6912
2006/9/27,'000001,上证指数,0.7241
2006/9/26,'000001,上证指数,-0.5649
2006/9/25,'000001,上证指数,-0.1736
2006/9/22,'000001,上证指数,-0.8926
2006/9/21,'000001,上证指数,0.4876
2006/9/20,'000001,上证指数,-0.1607
2006/9/19,'000001,上证指数,0.1301
2006/9/18,'000001,上证指数,0.6939
2006/9/15,'000001,上证指数,1.8555
2006/9/14,'000001,上证指数,0.0179
2006/9/13,'000001,上证指数,-0.3817
2006/9/12,'000001,上证指数,1.2475
2006/9/11,'000001,上证指数,0.4186
2006/9/8,'000001,上证指数,0.409
2006/9/7,'000001,上证指数,-0.6537
2006/9/6,'000001,上证指数,0.4833
2006/9/5,'000001,上证指数,0.3957
2006/9/4,'000001,上证指数,1.2726
2006/9/1,'000001,上证指数,-1.3232
2006/8/31,'000001,上证指数,0.208
2006/8/30,'000001,上证指数,0.2526
2006/8/29,'000001,上证指数,0.0355
2006/8/28,'000001,上证指数,1.6884
2006/8/25,'000001,上证指数,0.001
2006/8/24,'000001,上证指数,0.6587
2006/8/23,'000001,上证指数,-0.0594
2006/8/22,'000001,上证指数,0.7623
2006/8/21,'000001,上证指数,0.196
2006/8/18,'000001,上证指数,-0.3314
2006/8/17,'000001,上证指数,-0.8091
2006/8/16,'000001,上证指数,1.3006
2006/8/15,'000001,上证指数,1.5865
2006/8/14,'000001,上证指数,-2.1911
2006/8/11,'000001,上证指数,-0.0087
2006/8/10,'000001,上证指数,1.742
2006/8/9,'000001,上证指数,-0.1272
2006/8/8,'000001,上证指数,2.1417
2006/8/7,'000001,上证指数,-1.4466
2006/8/4,'000001,上证指数,-1.9305
2006/8/3,'000001,上证指数,0.0116
2006/8/2,'000001,上证指数,0.0161
2006/8/1,'000001,上证指数,-0.7515
2006/7/31,'000001,上证指数,-2.9661
2006/7/28,'000001,上证指数,-0.7842
2006/7/27,'000001,上证指数,-0.681
2006/7/26,'000001,上证指数,0.0708
2006/7/25,'000001,上证指数,1.1715
2006/7/24,'000001,上证指数,0.037
2006/7/21,'000001,上证指数,0.6166
2006/7/20,'000001,上证指数,0.6055
2006/7/19,'000001,上证指数,-2.321
2006/7/18,'000001,上证指数,0.0811
2006/7/17,'000001,上证指数,1.0617
2006/7/14,'000001,上证指数,0.5698
2006/7/13,'000001,上证指数,-4.8406
2006/7/12,'000001,上证指数,-0.3326
2006/7/11,'000001,上证指数,0.6618
2006/7/10,'000001,上证指数,0.2392
2006/7/7,'000001,上证指数,-0.6477
2006/7/6,'000001,上证指数,1.3334
2006/7/5,'000001,上证指数,2.2008
2006/7/4,'000001,上证指数,-0.9271
2006/7/3,'000001,上证指数,1.4993
2006/6/30,'000001,上证指数,0.0355
2006/6/29,'000001,上证指数,1.9723
2006/6/28,'000001,上证指数,-0.0162
2006/6/27,'000001,上证指数,0.3736
2006/6/26,'000001,上证指数,1.7275
2006/6/23,'000001,上证指数,0.6043
2006/6/22,'000001,上证指数,-0.1283
2006/6/21,'000001,上证指数,0.3632
2006/6/20,'000001,上证指数,0.3811
2006/6/19,'000001,上证指数,0.7507
2006/6/16,'000001,上证指数,2.6393
2006/6/15,'000001,上证指数,0.1732
2006/6/14,'000001,上证指数,-1.1087
2006/6/13,'000001,上证指数,-0.2771
2006/6/12,'000001,上证指数,0.0911
2006/6/9,'000001,上证指数,-2.52
2006/6/8,'000001,上证指数,0.1224
2006/6/7,'000001,上证指数,-5.335
2006/6/6,'000001,上证指数,-0.3264
2006/6/5,'000001,上证指数,0.912
2006/6/2,'000001,上证指数,-0.8785
2006/6/1,'000001,上证指数,2.6135
2006/5/31,'000001,上证指数,-0.9647
2006/5/30,'000001,上证指数,0.5308
2006/5/29,'000001,上证指数,2.1466
2006/5/26,'000001,上证指数,1.4119
2006/5/25,'000001,上证指数,0.0315
2006/5/24,'000001,上证指数,-0.8493
2006/5/23,'000001,上证指数,-3.2055
2006/5/22,'000001,上证指数,-0.1118
2006/5/19,'000001,上证指数,2.6133
2006/5/18,'000001,上证指数,-0.484
2006/5/17,'000001,上证指数,0.7373
2006/5/16,'000001,上证指数,-3.0549
2006/5/15,'000001,上证指数,3.8217
2006/5/12,'000001,上证指数,4.2576
2006/5/11,'000001,上证指数,-0.5376
2006/5/10,'000001,上证指数,0.9487
2006/5/9,'000001,上证指数,2.2749
2006/5/8,'000001,上证指数,3.9495
2006/4/28,'000001,上证指数,1.6581
2006/4/27,'000001,上证指数,-0.0526
2006/4/26,'000001,上证指数,1.2652
2006/4/25,'000001,上证指数,-0.7107
2006/4/24,'000001,上证指数,-0.4946
2006/4/21,'000001,上证指数,2.2291
2006/4/20,'000001,上证指数,-0.7734
2006/4/19,'000001,上证指数,0.8366
2006/4/18,'000001,上证指数,0.4715
2006/4/17,'000001,上证指数,1.4031
2006/4/14,'000001,上证指数,2.0421
2006/4/13,'000001,上证指数,-2.0441
2006/4/12,'000001,上证指数,-0.1539
2006/4/11,'000001,上证指数,0.2316
2006/4/10,'000001,上证指数,1.2
2006/4/7,'000001,上证指数,0.2409
2006/4/6,'000001,上证指数,-0.0317
2006/4/5,'000001,上证指数,0.7794
2006/4/4,'000001,上证指数,0.7827
2006/4/3,'000001,上证指数,1.6311
2006/3/31,'000001,上证指数,0.2763
2006/3/30,'000001,上证指数,-0.831
2006/3/29,'000001,上证指数,0.5217
2006/3/28,'000001,上证指数,0.2219
2006/3/27,'000001,上证指数,0.0935
2006/3/24,'000001,上证指数,-0.5953
2006/3/23,'000001,上证指数,0.4435
2006/3/22,'000001,上证指数,0.4891
2006/3/21,'000001,上证指数,0.1534
2006/3/20,'000001,上证指数,1.4932
2006/3/17,'000001,上证指数,-0.3711
2006/3/16,'000001,上证指数,-0.0488
2006/3/15,'000001,上证指数,1.2524
2006/3/14,'000001,上证指数,-0.05
2006/3/13,'000001,上证指数,1.1256
2006/3/10,'000001,上证指数,0.0391
2006/3/9,'000001,上证指数,-0.4173
2006/3/8,'000001,上证指数,-0.7566
2006/3/7,'000001,上证指数,-2.2529
2006/3/6,'000001,上证指数,-0.3357
2006/3/3,'000001,上证指数,0.5935
2006/3/2,'000001,上证指数,-1.6011
2006/3/1,'000001,上证指数,0.5817
2006/2/28,'000001,上证指数,0.1422
2006/2/27,'000001,上证指数,0.0247
2006/2/24,'000001,上证指数,0.6222
2006/2/23,'000001,上证指数,0.3598
2006/2/22,'000001,上证指数,-0.3254
2006/2/21,'000001,上证指数,1.647
2006/2/20,'000001,上证指数,0.0106
2006/2/17,'000001,上证指数,-0.2538
2006/2/16,'000001,上证指数,-2.1963
2006/2/15,'000001,上证指数,0.9981
2006/2/14,'000001,上证指数,0.5226
2006/2/13,'000001,上证指数,-0.2351
2006/2/10,'000001,上证指数,1.04
2006/2/9,'000001,上证指数,-1.5969
2006/2/8,'000001,上证指数,0.6208
2006/2/7,'000001,上证指数,-0.4295
2006/2/6,'000001,上证指数,2.3513
2006/1/25,'000001,上证指数,0.4779
2006/1/24,'000001,上证指数,-0.2956
2006/1/23,'000001,上证指数,0.0371
2006/1/20,'000001,上证指数,0.2982
2006/1/19,'000001,上证指数,1.4778
2006/1/18,'000001,上证指数,2.0615
2006/1/17,'000001,上证指数,0.463
2006/1/16,'000001,上证指数,-1.522
2006/1/13,'000001,上证指数,-0.4276
2006/1/12,'000001,上证指数,1.2923
2006/1/11,'000001,上证指数,-0.7836
2006/1/10,'000001,上证指数,0.4072
2006/1/9,'000001,上证指数,0.5164
2006/1/6,'000001,上证指数,1.0151
2006/1/5,'000001,上证指数,1.3807
2006/1/4,'000001,上证指数,1.7145
2005/12/30,'000001,上证指数,-0.7527
2005/12/29,'000001,上证指数,1.1087
2005/12/28,'000001,上证指数,0.2379
2005/12/27,'000001,上证指数,-0.2191
2005/12/26,'000001,上证指数,1.044
2005/12/23,'000001,上证指数,0.8485
2005/12/22,'000001,上证指数,0.3961
2005/12/21,'000001,上证指数,-0.4913
2005/12/20,'000001,上证指数,0.4057
2005/12/19,'000001,上证指数,0.3763
2005/12/16,'000001,上证指数,0.3518
2005/12/15,'000001,上证指数,-0.1628
2005/12/14,'000001,上证指数,0.6746
2005/12/13,'000001,上证指数,0.1325
2005/12/12,'000001,上证指数,0.2595
2005/12/9,'000001,上证指数,1.3797
2005/12/8,'000001,上证指数,-0.1175
2005/12/7,'000001,上证指数,1.0867
2005/12/6,'000001,上证指数,0.7966
2005/12/5,'000001,上证指数,-1.379
2005/12/2,'000001,上证指数,-0.4059
2005/12/1,'000001,上证指数,-0.0468
2005/11/30,'000001,上证指数,0.2074
2005/11/29,'000001,上证指数,-1.2457
2005/11/28,'000001,上证指数,-0.3671
2005/11/25,'000001,上证指数,0.1385
2005/11/24,'000001,上证指数,0.6899
2005/11/23,'000001,上证指数,0.6454
2005/11/22,'000001,上证指数,-1.9002
2005/11/21,'000001,上证指数,0.2629
2005/11/18,'000001,上证指数,1.9802
2005/11/17,'000001,上证指数,-0.0529
2005/11/16,'000001,上证指数,0.7708
2005/11/15,'000001,上证指数,-0.1052
2005/11/14,'000001,上证指数,-0.1414
2005/11/11,'000001,上证指数,0.174
2005/11/10,'000001,上证指数,-1.7914
2005/11/9,'000001,上证指数,-0.1796
2005/11/8,'000001,上证指数,0.8629
2005/11/7,'000001,上证指数,0.055
2005/11/4,'000001,上证指数,0.4357
2005/11/3,'000001,上证指数,-0.8616
2005/11/2,'000001,上证指数,1.3617
2005/11/1,'000001,上证指数,-0.2623
2005/10/31,'000001,上证指数,1.1056
2005/10/28,'000001,上证指数,-1.5408
2005/10/27,'000001,上证指数,0.0566
2005/10/26,'000001,上证指数,-2.2067
2005/10/25,'000001,上证指数,-1.6871
2005/10/24,'000001,上证指数,-0.0129
2005/10/21,'000001,上证指数,0.4726
2005/10/20,'000001,上证指数,0.1182
2005/10/19,'000001,上证指数,-0.5777
2005/10/18,'000001,上证指数,0.8685
2005/10/17,'000001,上证指数,-0.7171
2005/10/14,'000001,上证指数,-1.1331
2005/10/13,'000001,上证指数,-0.7958
2005/10/12,'000001,上证指数,0.4028
2005/10/11,'000001,上证指数,1.6017
2005/10/10,'000001,上证指数,-1.442
2005/9/30,'000001,上证指数,0.0112
2005/9/29,'000001,上证指数,2.095
2005/9/28,'000001,上证指数,-0.1291
2005/9/27,'000001,上证指数,-1.8878
2005/9/26,'000001,上证指数,0.2658
2005/9/23,'000001,上证指数,-0.688
2005/9/22,'000001,上证指数,-2.3593
2005/9/21,'000001,上证指数,-2.0311
2005/9/20,'000001,上证指数,-0.6562
2005/9/19,'000001,上证指数,0.6332
2005/9/16,'000001,上证指数,-0.356
2005/9/15,'000001,上证指数,0.0016
2005/9/14,'000001,上证指数,0.8364
2005/9/13,'000001,上证指数,1.595
2005/9/12,'000001,上证指数,-0.1188
2005/9/9,'000001,上证指数,-0.4007
2005/9/8,'000001,上证指数,0.0085
2005/9/7,'000001,上证指数,1.7887
2005/9/6,'000001,上证指数,-1.9145
2005/9/5,'000001,上证指数,0.6204
2005/9/2,'000001,上证指数,0.3304
2005/9/1,'000001,上证指数,1.9036
2005/8/31,'000001,上证指数,1.4317
2005/8/30,'000001,上证指数,-0.6967
2005/8/29,'000001,上证指数,-1.4875
2005/8/26,'000001,上证指数,-0.0525
2005/8/25,'000001,上证指数,0.4574
2005/8/24,'000001,上证指数,1.494
2005/8/23,'000001,上证指数,-0.7457
2005/8/22,'000001,上证指数,0.7314
2005/8/19,'000001,上证指数,0.1872
2005/8/18,'000001,上证指数,-3.7557
2005/8/17,'000001,上证指数,1.3214
2005/8/16,'000001,上证指数,-0.8195
2005/8/15,'000001,上证指数,1.6346
2005/8/12,'000001,上证指数,-1.3234
2005/8/11,'000001,上证指数,1.5919
2005/8/10,'000001,上证指数,1.0845
2005/8/9,'000001,上证指数,1.1987
2005/8/8,'000001,上证指数,0.8983
2005/8/5,'000001,上证指数,2.3721
2005/8/4,'000001,上证指数,-0.4613
2005/8/3,'000001,上证指数,0.3316
2005/8/2,'000001,上证指数,1.3857
2005/8/1,'000001,上证指数,0.5462
2005/7/29,'000001,上证指数,-0.3235
2005/7/28,'000001,上证指数,-0.3084
2005/7/27,'000001,上证指数,1.5941
2005/7/26,'000001,上证指数,2.6217
2005/7/25,'000001,上证指数,-0.088
2005/7/22,'000001,上证指数,2.517
2005/7/21,'000001,上证指数,-0.0411
2005/7/20,'000001,上证指数,0.6602
2005/7/19,'000001,上证指数,0.2231
2005/7/18,'000001,上证指数,-1.3661
2005/7/15,'000001,上证指数,-1.3745
2005/7/14,'000001,上证指数,0.2913
2005/7/13,'000001,上证指数,-0.838
2005/7/12,'000001,上证指数,3.4268
2005/7/11,'000001,上证指数,-0.6369
2005/7/8,'000001,上证指数,-1.9848
2005/7/7,'000001,上证指数,0.4888
2005/7/6,'000001,上证指数,-0.5291
2005/7/5,'000001,上证指数,-0.7863
2005/7/4,'000001,上证指数,-0.7878
2005/7/1,'000001,上证指数,-2.3446
2005/6/30,'000001,上证指数,-2.1768
2005/6/29,'000001,上证指数,-0.3244
2005/6/28,'000001,上证指数,-1.4273
2005/6/27,'000001,上证指数,2.0654
2005/6/24,'000001,上证指数,0.7479
2005/6/23,'000001,上证指数,-0.756
2005/6/22,'000001,上证指数,0.0497
2005/6/21,'000001,上证指数,-1.2669
2005/6/20,'000001,上证指数,2.7643
2005/6/17,'000001,上证指数,-0.0368
2005/6/16,'000001,上证指数,1.228
2005/6/15,'000001,上证指数,-1.8865
2005/6/14,'000001,上证指数,-1.1595
2005/6/13,'000001,上证指数,-0.18
2005/6/10,'000001,上证指数,-2.0128
2005/6/9,'000001,上证指数,1.3867
2005/6/8,'000001,上证指数,8.2101
2005/6/7,'000001,上证指数,-0.3323
2005/6/6,'000001,上证指数,2.0462
2005/6/3,'000001,上证指数,-0.2388
2005/6/2,'000001,上证指数,-2.2252
2005/6/1,'000001,上证指数,-2.0317
2005/5/31,'000001,上证指数,0.0543
2005/5/30,'000001,上证指数,0.781
2005/5/27,'000001,上证指数,-0.6536
2005/5/26,'000001,上证指数,-1.2377
2005/5/25,'000001,上证指数,-0.1592
2005/5/24,'000001,上证指数,0.2804
2005/5/23,'000001,上证指数,-2.5858
2005/5/20,'000001,上证指数,-0.3812
2005/5/19,'000001,上证指数,0.0462
2005/5/18,'000001,上证指数,0.3024
2005/5/17,'000001,上证指数,0.3808
2005/5/16,'000001,上证指数,-1.0978
2005/5/13,'000001,上证指数,0.3292
2005/5/12,'000001,上证指数,-1.8037
2005/5/11,'000001,上证指数,-0.9942
2005/5/10,'000001,上证指数,0.4179
2005/5/9,'000001,上证指数,-2.4424
2005/4/29,'000001,上证指数,-0.853
2005/4/28,'000001,上证指数,1.7724
2005/4/27,'000001,上证指数,-1.4226
2005/4/26,'000001,上证指数,0.6359
2005/4/25,'000001,上证指数,-0.9593
2005/4/22,'000001,上证指数,-0.2873
2005/4/21,'000001,上证指数,-0.9827
2005/4/20,'000001,上证指数,-1.3092
2005/4/19,'000001,上证指数,0.1809
2005/4/18,'000001,上证指数,-1.5799
2005/4/15,'000001,上证指数,-1.4072
2005/4/14,'000001,上证指数,-1.1113
2005/4/13,'000001,上证指数,2.3527
2005/4/12,'000001,上证指数,-1.7294
2005/4/11,'000001,上证指数,-0.6046
2005/4/8,'000001,上证指数,1.8796
2005/4/7,'000001,上证指数,0.8741
2005/4/6,'000001,上证指数,1.9403
2005/4/5,'000001,上证指数,-0.9329
2005/4/4,'000001,上证指数,-1.6835
2005/4/1,'000001,上证指数,3.5835
2005/3/31,'000001,上证指数,0.7387
2005/3/30,'000001,上证指数,-1.8781
2005/3/29,'000001,上证指数,-0.4245
2005/3/28,'000001,上证指数,-0.4579
2005/3/25,'000001,上证指数,-0.2117
2005/3/24,'000001,上证指数,0.5445
2005/3/23,'000001,上证指数,-0.4369
2005/3/22,'000001,上证指数,-1.9596
2005/3/21,'000001,上证指数,0.2968
2005/3/18,'000001,上证指数,-1.2925
2005/3/17,'000001,上证指数,-0.9648
