日期,股票代码,名称,涨跌幅
2014/4/18,'000001,上证指数,-0.0542
2014/4/17,'000001,上证指数,-0.2963
2014/4/16,'000001,上证指数,0.1675
2014/4/15,'000001,上证指数,-1.4045
2014/4/14,'000001,上证指数,0.0468
2014/4/11,'000001,上证指数,-0.1761
2014/4/10,'000001,上证指数,1.3805
2014/4/9,'000001,上证指数,0.3314
2014/4/8,'000001,上证指数,1.9163
2014/4/4,'000001,上证指数,0.7403
2014/4/3,'000001,上证指数,-0.7424
2014/4/2,'000001,上证指数,0.563
2014/4/1,'000001,上证指数,0.6961
2014/3/31,'000001,上证指数,-0.4117
2014/3/28,'000001,上证指数,-0.2383
2014/3/27,'000001,上证指数,-0.8277
2014/3/26,'000001,上证指数,-0.1761
2014/3/25,'000001,上证指数,0.0499
2014/3/24,'000001,上证指数,0.9113
2014/3/21,'000001,上证指数,2.7159
2014/3/20,'000001,上证指数,-1.3976
2014/3/19,'000001,上证指数,-0.1709
2014/3/18,'000001,上证指数,0.0753
2014/3/17,'000001,上证指数,0.9646
2014/3/14,'000001,上证指数,-0.7316
2014/3/13,'000001,上证指数,1.0722
2014/3/12,'000001,上证指数,-0.1731
2014/3/11,'000001,上证指数,0.1046
2014/3/10,'000001,上证指数,-2.8594
2014/3/7,'000001,上证指数,-0.0811
2014/3/6,'000001,上证指数,0.3163
2014/3/5,'000001,上证指数,-0.8877
2014/3/4,'000001,上证指数,-0.1813
2014/3/3,'000001,上证指数,0.9207
2014/2/28,'000001,上证指数,0.4371
2014/2/27,'000001,上证指数,0.2988
2014/2/26,'000001,上证指数,0.3458
2014/2/25,'000001,上证指数,-2.0449
2014/2/24,'000001,上证指数,-1.7508
2014/2/21,'000001,上证指数,-1.1731
2014/2/20,'000001,上证指数,-0.1761
2014/2/19,'000001,上证指数,1.1084
2014/2/18,'000001,上证指数,-0.7656
2014/2/17,'000001,上证指数,0.9248
2014/2/14,'000001,上证指数,0.8314
2014/2/13,'000001,上证指数,-0.5476
2014/2/12,'000001,上证指数,0.2987
2014/2/11,'000001,上证指数,0.8439
2014/2/10,'000001,上证指数,2.0333
2014/2/7,'000001,上证指数,0.5614
2014/1/30,'000001,上证指数,-0.8211
2014/1/29,'000001,上证指数,0.5593
2014/1/28,'000001,上证指数,0.2564
2014/1/27,'000001,上证指数,-1.0267
2014/1/24,'000001,上证指数,0.598
2014/1/23,'000001,上证指数,-0.4664
2014/1/22,'000001,上证指数,2.1628
2014/1/21,'000001,上证指数,0.8567
2014/1/20,'000001,上证指数,-0.6831
2014/1/17,'000001,上证指数,-0.9266
2014/1/16,'000001,上证指数,0.0174
2014/1/15,'000001,上证指数,-0.1724
2014/1/14,'000001,上证指数,0.8598
2014/1/13,'000001,上证指数,-0.1855
2014/1/10,'000001,上证指数,-0.7064
2014/1/9,'000001,上证指数,-0.8178
2014/1/8,'000001,上证指数,-0.1454
2014/1/7,'000001,上证指数,0.0786
2014/1/6,'000001,上证指数,-1.7967
2014/1/3,'000001,上证指数,-1.2445
2014/1/2,'000001,上证指数,-0.3115
2013/12/31,'000001,上证指数,0.8796
2013/12/30,'000001,上证指数,-0.1771
2013/12/27,'000001,上证指数,1.358
2013/12/26,'000001,上证指数,-1.5788
2013/12/25,'000001,上证指数,0.6426
2013/12/24,'000001,上证指数,0.153
2013/12/23,'000001,上证指数,0.2357
2013/12/20,'000001,上证指数,-2.0208
2013/12/19,'000001,上证指数,-0.9539
2013/12/18,'000001,上证指数,-0.1299
2013/12/17,'000001,上证指数,-0.4527
2013/12/16,'000001,上证指数,-1.6035
2013/12/13,'000001,上证指数,-0.3051
2013/12/12,'000001,上证指数,-0.0622
2013/12/11,'000001,上证指数,-1.4894
2013/12/10,'000001,上证指数,-0.0316
2013/12/9,'000001,上证指数,0.0488
2013/12/6,'000001,上证指数,-0.443
2013/12/5,'000001,上证指数,-0.2087
2013/12/4,'000001,上证指数,1.3089
2013/12/3,'000001,上证指数,0.6931
2013/12/2,'000001,上证指数,-0.5914
2013/11/29,'000001,上证指数,0.051
2013/11/28,'000001,上证指数,0.8315
2013/11/27,'000001,上证指数,0.8244
2013/11/26,'000001,上证指数,-0.1392
2013/11/25,'000001,上证指数,-0.4673
2013/11/22,'000001,上证指数,-0.4256
2013/11/21,'000001,上证指数,-0.0384
2013/11/20,'000001,上证指数,0.615
2013/11/19,'000001,上证指数,-0.1863
2013/11/18,'000001,上证指数,2.8744
2013/11/15,'000001,上证指数,1.6815
2013/11/14,'000001,上证指数,0.6018
2013/11/13,'000001,上证指数,-1.8258
2013/11/12,'000001,上证指数,0.8202
2013/11/11,'000001,上证指数,0.1588
2013/11/8,'000001,上证指数,-1.0929
2013/11/7,'000001,上证指数,-0.4771
2013/11/6,'000001,上证指数,-0.8174
2013/11/5,'000001,上证指数,0.3538
2013/11/4,'000001,上证指数,0.0033
2013/11/1,'000001,上证指数,0.3711
2013/10/31,'000001,上证指数,-0.8725
2013/10/30,'000001,上证指数,1.4843
2013/10/29,'000001,上证指数,-0.2346
2013/10/28,'000001,上证指数,0.0429
2013/10/25,'000001,上证指数,-1.4493
2013/10/24,'000001,上证指数,-0.8605
2013/10/23,'000001,上证指数,-1.246
2013/10/22,'000001,上证指数,-0.8337
2013/10/21,'000001,上证指数,1.6163
2013/10/18,'000001,上证指数,0.2393
2013/10/17,'000001,上证指数,-0.2067
2013/10/16,'000001,上证指数,-1.8061
2013/10/15,'000001,上证指数,-0.1949
2013/10/14,'000001,上证指数,0.4321
2013/10/11,'000001,上证指数,1.6987
2013/10/10,'000001,上证指数,-0.9422
2013/10/9,'000001,上证指数,0.6173
2013/10/8,'000001,上证指数,1.0822
2013/9/30,'000001,上证指数,0.6777
2013/9/27,'000001,上证指数,0.1957
2013/9/26,'000001,上证指数,-1.9425
2013/9/25,'000001,上证指数,-0.4084
2013/9/24,'000001,上证指数,-0.6084
2013/9/23,'000001,上证指数,1.3319
2013/9/18,'000001,上证指数,0.2878
2013/9/17,'000001,上证指数,-2.0544
2013/9/16,'000001,上证指数,-0.2154
2013/9/13,'000001,上证指数,-0.8595
2013/9/12,'000001,上证指数,0.6397
2013/9/11,'000001,上证指数,0.1467
2013/9/10,'000001,上证指数,1.1511
2013/9/9,'000001,上证指数,3.3889
2013/9/6,'000001,上证指数,0.8275
2013/9/5,'000001,上证指数,-0.2438
2013/9/4,'000001,上证指数,0.2122
2013/9/3,'000001,上证指数,1.1753
2013/9/2,'000001,上证指数,0.0031
2013/8/30,'000001,上证指数,0.0551
2013/8/29,'000001,上证指数,-0.1939
2013/8/28,'000001,上证指数,-0.1077
2013/8/27,'000001,上证指数,0.3383
2013/8/26,'000001,上证指数,1.8963
2013/8/23,'000001,上证指数,-0.4676
2013/8/22,'000001,上证指数,-0.2816
2013/8/21,'000001,上证指数,0.0177
2013/8/20,'000001,上证指数,-0.6237
2013/8/19,'000001,上证指数,0.8291
2013/8/16,'000001,上证指数,-0.645
2013/8/15,'000001,上证指数,-0.8693
2013/8/14,'000001,上证指数,-0.2858
2013/8/13,'000001,上证指数,0.2319
2013/8/12,'000001,上证指数,2.39
2013/8/9,'000001,上证指数,0.3589
2013/8/8,'000001,上证指数,-0.092
2013/8/7,'000001,上证指数,-0.666
2013/8/6,'000001,上证指数,0.4886
2013/8/5,'000001,上证指数,1.0379
2013/8/2,'000001,上证指数,0.0173
2013/8/1,'000001,上证指数,1.7689
2013/7/31,'000001,上证指数,0.1877
2013/7/30,'000001,上证指数,0.6961
2013/7/29,'000001,上证指数,-1.7179
2013/7/26,'000001,上证指数,-0.5108
2013/7/25,'000001,上证指数,-0.5978
2013/7/24,'000001,上证指数,-0.516
2013/7/23,'000001,上证指数,1.9511
2013/7/22,'000001,上证指数,0.6079
2013/7/19,'000001,上证指数,-1.5196
2013/7/18,'000001,上证指数,-1.0527
2013/7/17,'000001,上证指数,-1.0068
2013/7/16,'000001,上证指数,0.3074
2013/7/15,'000001,上证指数,0.9759
2013/7/12,'000001,上证指数,-1.6163
2013/7/11,'000001,上证指数,3.2301
2013/7/10,'000001,上证指数,2.1711
2013/7/9,'000001,上证指数,0.3667
2013/7/8,'000001,上证指数,-2.4375
2013/7/5,'000001,上证指数,0.0549
2013/7/4,'000001,上证指数,0.5932
2013/7/3,'000001,上证指数,-0.6126
2013/7/2,'000001,上证指数,0.5672
2013/7/1,'000001,上证指数,0.8102
2013/6/28,'000001,上证指数,1.4971
2013/6/27,'000001,上证指数,-0.0759
2013/6/26,'000001,上证指数,-0.4089
2013/6/25,'000001,上证指数,-0.1898
2013/6/24,'000001,上证指数,-5.2993
2013/6/21,'000001,上证指数,-0.5243
2013/6/20,'000001,上证指数,-2.7728
2013/6/19,'000001,上证指数,-0.7334
2013/6/18,'000001,上证指数,0.1427
2013/6/17,'000001,上证指数,-0.2695
2013/6/14,'000001,上证指数,0.637
2013/6/13,'000001,上证指数,-2.8289
2013/6/7,'000001,上证指数,-1.3921
2013/6/6,'000001,上证指数,-1.2691
2013/6/5,'000001,上证指数,-0.0653
2013/6/4,'000001,上证指数,-1.1672
2013/6/3,'000001,上证指数,-0.0584
2013/5/31,'000001,上证指数,-0.7401
2013/5/30,'000001,上证指数,-0.2697
2013/5/29,'000001,上证指数,0.1163
2013/5/28,'000001,上证指数,1.2316
2013/5/27,'000001,上证指数,0.1986
2013/5/24,'000001,上证指数,0.5654
2013/5/23,'000001,上证指数,-1.1612
2013/5/22,'000001,上证指数,-0.1176
2013/5/21,'000001,上证指数,0.223
2013/5/20,'000001,上证指数,0.7498
2013/5/17,'000001,上证指数,1.3795
2013/5/16,'000001,上证指数,1.214
2013/5/15,'000001,上证指数,0.3512
2013/5/14,'000001,上证指数,-1.1111
2013/5/13,'000001,上证指数,-0.2186
2013/5/10,'000001,上证指数,0.6207
2013/5/9,'000001,上证指数,-0.5934
2013/5/8,'000001,上证指数,0.4797
2013/5/7,'000001,上证指数,0.1976
2013/5/6,'000001,上证指数,1.1639
2013/5/3,'000001,上证指数,1.4431
2013/5/2,'000001,上证指数,-0.174
2013/4/26,'000001,上证指数,-0.9728
2013/4/25,'000001,上证指数,-0.857
2013/4/24,'000001,上证指数,1.5463
2013/4/23,'000001,上证指数,-2.5703
2013/4/22,'000001,上证指数,-0.1102
2013/4/19,'000001,上证指数,2.1406
2013/4/18,'000001,上证指数,0.1735
2013/4/17,'000001,上证指数,-0.0478
2013/4/16,'000001,上证指数,0.5914
2013/4/15,'000001,上证指数,-1.1255
2013/4/12,'000001,上证指数,-0.5755
2013/4/11,'000001,上证指数,-0.2953
2013/4/10,'000001,上证指数,0.0158
2013/4/9,'000001,上证指数,0.6413
2013/4/8,'000001,上证指数,-0.6158
2013/4/3,'000001,上证指数,-0.1098
2013/4/2,'000001,上证指数,-0.2978
2013/4/1,'000001,上证指数,-0.0995
2013/3/29,'000001,上证指数,0.0143
2013/3/28,'000001,上证指数,-2.8227
2013/3/27,'000001,上证指数,0.1562
2013/3/26,'000001,上证指数,-1.2484
2013/3/25,'000001,上证指数,-0.0671
2013/3/22,'000001,上证指数,0.1736
2013/3/21,'000001,上证指数,0.2964
2013/3/20,'000001,上证指数,2.6552
2013/3/19,'000001,上证指数,0.7776
2013/3/18,'000001,上证指数,-1.6847
2013/3/15,'000001,上证指数,0.3578
2013/3/14,'000001,上证指数,0.2787
2013/3/13,'000001,上证指数,-0.99
2013/3/12,'000001,上证指数,-1.0382
2013/3/11,'000001,上证指数,-0.3458
2013/3/8,'000001,上证指数,-0.2445
2013/3/7,'000001,上证指数,-0.975
2013/3/6,'000001,上证指数,0.8973
2013/3/5,'000001,上证指数,2.327
2013/3/4,'000001,上证指数,-3.6492
2013/3/1,'000001,上证指数,-0.2573
2013/2/28,'000001,上证指数,2.2641
2013/2/27,'000001,上证指数,0.8668
2013/2/26,'000001,上证指数,-1.3964
2013/2/25,'000001,上证指数,0.5036
2013/2/22,'000001,上证指数,-0.5068
2013/2/21,'000001,上证指数,-2.9713
2013/2/20,'000001,上证指数,0.5986
2013/2/19,'000001,上证指数,-1.5958
2013/2/18,'000001,上证指数,-0.4458
2013/2/8,'000001,上证指数,0.5736
2013/2/7,'000001,上证指数,-0.655
2013/2/6,'000001,上证指数,0.0554
2013/2/5,'000001,上证指数,0.2049
2013/2/4,'000001,上证指数,0.3776
2013/2/1,'000001,上证指数,1.4085
2013/1/31,'000001,上证指数,0.1237
2013/1/30,'000001,上证指数,0.9961
2013/1/29,'000001,上证指数,0.5315
2013/1/28,'000001,上证指数,2.4092
2013/1/25,'000001,上证指数,-0.4905
2013/1/24,'000001,上证指数,-0.789
2013/1/23,'000001,上证指数,0.2493
2013/1/22,'000001,上证指数,-0.5619
2013/1/21,'000001,上证指数,0.4813
2013/1/18,'000001,上证指数,1.4075
2013/1/17,'000001,上证指数,-1.0647
2013/1/16,'000001,上证指数,-0.6958
2013/1/15,'000001,上证指数,0.6031
2013/1/14,'000001,上证指数,3.0648
2013/1/11,'000001,上证指数,-1.7805
2013/1/10,'000001,上证指数,0.3656
2013/1/9,'000001,上证指数,-0.0321
2013/1/8,'000001,上证指数,-0.4067
2013/1/7,'000001,上证指数,0.3677
2013/1/4,'000001,上证指数,0.3466
2012/12/31,'000001,上证指数,1.6064
2012/12/28,'000001,上证指数,1.2401
2012/12/27,'000001,上证指数,-0.5964
2012/12/26,'000001,上证指数,0.2494
2012/12/25,'000001,上证指数,2.5269
2012/12/24,'000001,上证指数,0.2667
2012/12/21,'000001,上证指数,-0.6938
2012/12/20,'000001,上证指数,0.2828
2012/12/19,'000001,上证指数,-0.0104
2012/12/18,'000001,上证指数,0.0982
2012/12/17,'000001,上证指数,0.4518
2012/12/14,'000001,上证指数,4.3245
2012/12/13,'000001,上证指数,-1.0203
2012/12/12,'000001,上证指数,0.3867
2012/12/11,'000001,上证指数,-0.4351
2012/12/10,'000001,上证指数,1.0663
2012/12/7,'000001,上证指数,1.604
2012/12/6,'000001,上证指数,-0.1314
2012/12/5,'000001,上证指数,2.8739
2012/12/4,'000001,上证指数,0.7846
2012/12/3,'000001,上证指数,-1.0277
2012/11/30,'000001,上证指数,0.8469
2012/11/29,'000001,上证指数,-0.5085
2012/11/28,'000001,上证指数,-0.886
2012/11/27,'000001,上证指数,-1.3036
2012/11/26,'000001,上证指数,-0.4893
2012/11/23,'000001,上证指数,0.5841
2012/11/22,'000001,上证指数,-0.7244
2012/11/21,'000001,上证指数,1.065
2012/11/20,'000001,上证指数,-0.3996
2012/11/19,'000001,上证指数,0.112
2012/11/16,'000001,上证指数,-0.7666
2012/11/15,'000001,上证指数,-1.2226
2012/11/14,'000001,上证指数,0.3677
2012/11/13,'000001,上证指数,-1.5094
2012/11/12,'000001,上证指数,0.4933
2012/11/9,'000001,上证指数,-0.1179
2012/11/8,'000001,上证指数,-1.6251
2012/11/7,'000001,上证指数,-0.0128
2012/11/6,'000001,上证指数,-0.3797
2012/11/5,'000001,上证指数,-0.1426
2012/11/2,'000001,上证指数,0.5996
2012/11/1,'000001,上证指数,1.7182
2012/10/31,'000001,上证指数,0.3168
2012/10/30,'000001,上证指数,0.1653
2012/10/29,'000001,上证指数,-0.3517
2012/10/26,'000001,上证指数,-1.6831
2012/10/25,'000001,上证指数,-0.681
2012/10/24,'000001,上证指数,0.073
2012/10/23,'000001,上证指数,-0.8586
2012/10/22,'000001,上证指数,0.2094
2012/10/19,'000001,上证指数,-0.1588
2012/10/18,'000001,上证指数,1.2381
2012/10/17,'000001,上证指数,0.3245
2012/10/16,'000001,上证指数,0.005
2012/10/15,'000001,上证指数,-0.2959
2012/10/12,'000001,上证指数,0.0982
2012/10/11,'000001,上证指数,-0.8054
2012/10/10,'000001,上证指数,0.2228
2012/10/9,'000001,上证指数,1.9673
2012/10/8,'000001,上证指数,-0.5632
2012/9/28,'000001,上证指数,1.4514
2012/9/27,'000001,上证指数,2.6021
2012/9/26,'000001,上证指数,-1.2379
2012/9/25,'000001,上证指数,-0.1918
2012/9/24,'000001,上证指数,0.3208
2012/9/21,'000001,上证指数,0.0915
2012/9/20,'000001,上证指数,-2.0792
2012/9/19,'000001,上证指数,0.4024
2012/9/18,'000001,上证指数,-0.9121
2012/9/17,'000001,上证指数,-2.1351
2012/9/14,'000001,上证指数,0.6382
2012/9/13,'000001,上证指数,-0.7606
2012/9/12,'000001,上证指数,0.2829
2012/9/11,'000001,上证指数,-0.6716
2012/9/10,'000001,上证指数,0.3351
2012/9/7,'000001,上证指数,3.6962
2012/9/6,'000001,上证指数,0.6987
2012/9/5,'000001,上证指数,-0.292
2012/9/4,'000001,上证指数,-0.7526
2012/9/3,'000001,上证指数,0.5678
2012/8/31,'000001,上证指数,-0.2467
2012/8/30,'000001,上证指数,-0.0317
2012/8/29,'000001,上证指数,-0.9608
2012/8/28,'000001,上证指数,0.8487
2012/8/27,'000001,上证指数,-1.7397
2012/8/24,'000001,上证指数,-0.9923
2012/8/23,'000001,上证指数,0.2544
2012/8/22,'000001,上证指数,-0.4984
2012/8/21,'000001,上证指数,0.5368
2012/8/20,'000001,上证指数,-0.3751
2012/8/17,'000001,上证指数,0.1275
2012/8/16,'000001,上证指数,-0.3185
2012/8/15,'000001,上证指数,-1.1006
2012/8/14,'000001,上证指数,0.3018
2012/8/13,'000001,上证指数,-1.5094
2012/8/10,'000001,上证指数,-0.2432
2012/8/9,'000001,上证指数,0.6068
2012/8/8,'000001,上证指数,0.1562
2012/8/7,'000001,上证指数,0.1255
2012/8/6,'000001,上证指数,1.0371
2012/8/3,'000001,上证指数,1.0238
2012/8/2,'000001,上证指数,-0.5735
2012/8/1,'000001,上证指数,0.9377
2012/7/31,'000001,上证指数,-0.2976
2012/7/30,'000001,上证指数,-0.8855
2012/7/27,'000001,上证指数,0.1299
2012/7/26,'000001,上证指数,-0.475
2012/7/25,'000001,上证指数,-0.4863
2012/7/24,'000001,上证指数,0.2422
2012/7/23,'000001,上证指数,-1.2559
2012/7/20,'000001,上证指数,-0.7416
2012/7/19,'000001,上证指数,0.7257
2012/7/18,'000001,上证指数,0.3661
2012/7/17,'000001,上证指数,0.616
2012/7/16,'000001,上证指数,-1.7357
2012/7/13,'000001,上证指数,0.0185
2012/7/12,'000001,上证指数,0.4647
2012/7/11,'000001,上证指数,0.5057
2012/7/10,'000001,上证指数,-0.2938
2012/7/9,'000001,上证指数,-2.373
2012/7/6,'000001,上证指数,1.0097
2012/7/5,'000001,上证指数,-1.1656
2012/7/4,'000001,上证指数,-0.0842
2012/7/3,'000001,上证指数,0.1385
2012/7/2,'000001,上证指数,0.0305
2012/6/29,'000001,上证指数,1.3475
2012/6/28,'000001,上证指数,-0.9514
2012/6/27,'000001,上证指数,-0.231
2012/6/26,'000001,上证指数,-0.092
2012/6/25,'000001,上证指数,-1.6261
2012/6/21,'000001,上证指数,-1.3956
2012/6/20,'000001,上证指数,-0.3441
2012/6/19,'000001,上证指数,-0.6588
2012/6/18,'000001,上证指数,0.3989
2012/6/15,'000001,上证指数,0.4749
2012/6/14,'000001,上证指数,-0.9909
2012/6/13,'000001,上证指数,1.2723
2012/6/12,'000001,上证指数,-0.6967
2012/6/11,'000001,上证指数,1.0699
2012/6/8,'000001,上证指数,-0.5095
2012/6/7,'000001,上证指数,-0.7112
2012/6/6,'000001,上证指数,-0.1021
2012/6/5,'000001,上证指数,0.1458
2012/6/4,'000001,上证指数,-2.7338
2012/6/1,'000001,上证指数,0.0507
2012/5/31,'000001,上证指数,-0.5214
2012/5/30,'000001,上证指数,-0.2079
2012/5/29,'000001,上证指数,1.1971
2012/5/28,'000001,上证指数,1.1919
2012/5/25,'000001,上证指数,-0.741
2012/5/24,'000001,上证指数,-0.5274
2012/5/23,'000001,上证指数,-0.4159
2012/5/22,'000001,上证指数,1.0649
2012/5/21,'000001,上证指数,0.1612
2012/5/18,'000001,上证指数,-1.4446
2012/5/17,'000001,上证指数,1.3935
2012/5/16,'000001,上证指数,-1.2064
2012/5/15,'000001,上证指数,-0.2471
2012/5/14,'000001,上证指数,-0.5953
2012/5/11,'000001,上证指数,-0.6326
2012/5/10,'000001,上证指数,0.0682
2012/5/9,'000001,上证指数,-1.6455
2012/5/8,'000001,上证指数,-0.1249
2012/5/7,'000001,上证指数,-0.0027
2012/5/4,'000001,上证指数,0.4891
2012/5/3,'000001,上证指数,0.0674
2012/5/2,'000001,上证指数,1.7577
2012/4/27,'000001,上证指数,-0.3485
2012/4/26,'000001,上证指数,-0.0879
2012/4/25,'000001,上证指数,0.7526
2012/4/24,'000001,上证指数,0.0103
2012/4/23,'000001,上证指数,-0.7593
2012/4/20,'000001,上证指数,1.1868
2012/4/19,'000001,上证指数,-0.093
2012/4/18,'000001,上证指数,1.9642
2012/4/17,'000001,上证指数,-0.9351
2012/4/16,'000001,上证指数,-0.0905
2012/4/13,'000001,上证指数,0.3529
2012/4/12,'000001,上证指数,1.8164
2012/4/11,'000001,上证指数,0.1328
2012/4/10,'000001,上证指数,0.8787
2012/4/9,'000001,上证指数,-0.9007
2012/4/6,'000001,上证指数,0.1873
2012/4/5,'000001,上证指数,1.7436
2012/3/30,'000001,上证指数,0.4719
2012/3/29,'000001,上证指数,-1.4321
2012/3/28,'000001,上证指数,-2.6542
2012/3/27,'000001,上证指数,-0.1455
2012/3/26,'000001,上证指数,0.0451
2012/3/23,'000001,上证指数,-1.1042
2012/3/22,'000001,上证指数,-0.1019
2012/3/21,'000001,上证指数,0.0571
2012/3/20,'000001,上证指数,-1.3835
2012/3/19,'000001,上证指数,0.2266
2012/3/16,'000001,上证指数,1.3043
2012/3/15,'000001,上证指数,-0.73
2012/3/14,'000001,上证指数,-2.6291
2012/3/13,'000001,上证指数,0.8598
2012/3/12,'000001,上证指数,-0.1887
2012/3/9,'000001,上证指数,0.7927
2012/3/8,'000001,上证指数,1.0641
2012/3/7,'000001,上证指数,-0.6493
2012/3/6,'000001,上证指数,-1.4134
2012/3/5,'000001,上证指数,-0.6377
2012/3/2,'000001,上证指数,1.4252
2012/3/1,'000001,上证指数,-0.0977
2012/2/29,'000001,上证指数,-0.9532
2012/2/28,'000001,上证指数,0.1962
2012/2/27,'000001,上证指数,0.3045
2012/2/24,'000001,上证指数,1.2481
2012/2/23,'000001,上证指数,0.2483
2012/2/22,'000001,上证指数,0.9304
2012/2/21,'000001,上证指数,0.7545
2012/2/20,'000001,上证指数,0.2722
2012/2/17,'000001,上证指数,0.0136
2012/2/16,'000001,上证指数,-0.4159
2012/2/15,'000001,上证指数,0.9353
2012/2/14,'000001,上证指数,-0.3012
2012/2/13,'000001,上证指数,-0.0054
2012/2/10,'000001,上证指数,0.1018
2012/2/9,'000001,上证指数,0.0877
2012/2/8,'000001,上证指数,2.4272
2012/2/7,'000001,上证指数,-1.683
2012/2/6,'000001,上证指数,0.0314
2012/2/3,'000001,上证指数,0.7718
2012/2/2,'000001,上证指数,1.961
2012/2/1,'000001,上证指数,-1.07
2012/1/31,'000001,上证指数,0.3314
2012/1/30,'000001,上证指数,-1.4695
2012/1/20,'000001,上证指数,1.0036
2012/1/19,'000001,上证指数,1.3101
2012/1/18,'000001,上证指数,-1.3919
2012/1/17,'000001,上证指数,4.1784
2012/1/16,'000001,上证指数,-1.7102
2012/1/13,'000001,上证指数,-1.3376
2012/1/12,'000001,上证指数,-0.0455
2012/1/11,'000001,上证指数,-0.4243
2012/1/10,'000001,上证指数,2.689
2012/1/9,'000001,上证指数,2.8887
2012/1/6,'000001,上证指数,0.6955
2012/1/5,'000001,上证指数,-0.9652
2012/1/4,'000001,上证指数,-1.3652
2011/12/30,'000001,上证指数,1.1896
2011/12/29,'000001,上证指数,0.1635
2011/12/28,'000001,上证指数,0.1758
2011/12/27,'000001,上证指数,-1.0915
2011/12/26,'000001,上证指数,-0.6656
2011/12/23,'000001,上证指数,0.8456
2011/12/22,'000001,上证指数,-0.2214
2011/12/21,'000001,上证指数,-1.1184
2011/12/20,'000001,上证指数,-0.1039
2011/12/19,'000001,上证指数,-0.2969
2011/12/16,'000001,上证指数,2.015
2011/12/15,'000001,上证指数,-2.1373
2011/12/14,'000001,上证指数,-0.8923
2011/12/13,'000001,上证指数,-1.8745
2011/12/12,'000001,上证指数,-1.0247
2011/12/9,'000001,上证指数,-0.6245
2011/12/8,'000001,上证指数,-0.1247
2011/12/7,'000001,上证指数,0.2934
2011/12/6,'000001,上证指数,-0.3139
2011/12/5,'000001,上证指数,-1.1622
2011/12/2,'000001,上证指数,-1.0975
2011/12/1,'000001,上证指数,2.2905
2011/11/30,'000001,上证指数,-3.2739
2011/11/29,'000001,上证指数,1.232
2011/11/28,'000001,上证指数,0.1181
2011/11/25,'000001,上证指数,-0.7228
2011/11/24,'000001,上证指数,0.1039
2011/11/23,'000001,上证指数,-0.7278
2011/11/22,'000001,上证指数,-0.1037
2011/11/21,'000001,上证指数,-0.0593
2011/11/18,'000001,上证指数,-1.8873
2011/11/17,'000001,上证指数,-0.1586
2011/11/16,'000001,上证指数,-2.4825
2011/11/15,'000001,上证指数,0.0414
2011/11/14,'000001,上证指数,1.9197
2011/11/11,'000001,上证指数,0.0624
2011/11/10,'000001,上证指数,-1.7974
2011/11/9,'000001,上证指数,0.842
2011/11/8,'000001,上证指数,-0.2376
2011/11/7,'000001,上证指数,-0.7315
2011/11/4,'000001,上证指数,0.8056
2011/11/3,'000001,上证指数,0.159
2011/11/2,'000001,上证指数,1.3801
2011/11/1,'000001,上证指数,0.0717
2011/10/31,'000001,上证指数,-0.2086
2011/10/28,'000001,上证指数,1.5518
2011/10/27,'000001,上证指数,0.3351
2011/10/26,'000001,上证指数,0.739
2011/10/25,'000001,上证指数,1.6596
2011/10/24,'000001,上证指数,2.2897
2011/10/21,'000001,上证指数,-0.6044
2011/10/20,'000001,上证指数,-1.9409
2011/10/19,'000001,上证指数,-0.2506
2011/10/18,'000001,上证指数,-2.3323
2011/10/17,'000001,上证指数,0.3713
2011/10/14,'000001,上证指数,-0.304
2011/10/13,'000001,上证指数,0.7764
2011/10/12,'000001,上证指数,3.0438
2011/10/11,'000001,上证指数,0.159
2011/10/10,'000001,上证指数,-0.6118
2011/9/30,'000001,上证指数,-0.2589
2011/9/29,'000001,上证指数,-1.117
2011/9/28,'000001,上证指数,-0.952
2011/9/27,'000001,上证指数,0.9139
2011/9/26,'000001,上证指数,-1.643
2011/9/23,'000001,上证指数,-0.4051
2011/9/22,'000001,上证指数,-2.7818
2011/9/21,'000001,上证指数,2.664
2011/9/20,'000001,上证指数,0.4086
2011/9/19,'000001,上证指数,-1.7946
2011/9/16,'000001,上证指数,0.1326
2011/9/15,'000001,上证指数,-0.2323
2011/9/14,'000001,上证指数,0.5472
2011/9/13,'000001,上证指数,-1.0589
2011/9/9,'000001,上证指数,-0.0476
2011/9/8,'000001,上证指数,-0.6815
2011/9/7,'000001,上证指数,1.8444
2011/9/6,'000001,上证指数,-0.3314
2011/9/5,'000001,上证指数,-1.9595
2011/9/2,'000001,上证指数,-1.0861
2011/9/1,'000001,上证指数,-0.4401
2011/8/31,'000001,上证指数,0.029
2011/8/30,'000001,上证指数,-0.3811
2011/8/29,'000001,上证指数,-1.3695
2011/8/26,'000001,上证指数,-0.1175
2011/8/25,'000001,上证指数,2.9188
2011/8/24,'000001,上证指数,-0.5062
2011/8/23,'000001,上证指数,1.5166
2011/8/22,'000001,上证指数,-0.7298
2011/8/19,'000001,上证指数,-0.9812
2011/8/18,'000001,上证指数,-1.6065
2011/8/17,'000001,上证指数,-0.2647
2011/8/16,'000001,上证指数,-0.7082
2011/8/15,'000001,上证指数,1.2956
2011/8/12,'000001,上证指数,0.4519
2011/8/11,'000001,上证指数,1.2683
2011/8/10,'000001,上证指数,0.9147
2011/8/9,'000001,上证指数,-0.0295
2011/8/8,'000001,上证指数,-3.7925
2011/8/5,'000001,上证指数,-2.1466
